45,"妇女经、带、杂病类","崩漏病","多因肾虚、脾虚、血热、血瘀．冲任不能约制经血所致。以月经周期紊乱；子宫出血如崩似漏为主要表现的月经类疾病。","疾病部分"
46,"妇女经、带、杂病类","崩中","多因血热而迫血妄行；或瘀血阻滞；血不循经；或气虚冲任不固所致。以月经周期紊乱；子宫出血量多而势急如崩为主要表现的月经类疾病。","疾病部分"
47,"疮疡病类","鼻疔","生于鼻前庭或鼻翼、鼻尖部的疔疮。","疾病部分"
48,"耳鼻咽喉口齿病类","鼻窦痰包","因湿热痰浊蕴结；熏蒸头面鼻窍所致。以鼻塞；嗅觉障碍；头昏胀闷；鼻内泌出蛋清样涕；或按压局部胀痛不适等为主要表现的鼻部痰包类疾病。","疾病部分"
49,"耳鼻咽喉口齿病类","鼻疳","因风热湿邪上犯；熏蒸鼻窍肌肤所致。以鼻前庭皮肤红肿糜烂、结痂、痒痛；并反复发作为主要表现的疮疡类疾病。","疾病部分"
50,"耳鼻咽喉口齿病类","鼻槁","因脏腑虚弱；鼻窍失养所致。以鼻内干燥；鼻腔宽大；鼻气腥臭；肌膜萎缩、结痂；嗅觉减退为主要表现的鼻病。","疾病部分"
51,"症状性名称","鼻衄","鼻中出血的症状。可因鼻部疾患或外伤；肺、胃、肝经火热上扰；脾虚不能统血等所致。其他疾病如麻疹、丹毒、烂喉丹痧、时行感冒、风眩、髓劳、血溢病、鼓胀、肾厥等；皆可导致鼻衄。","疾病部分"
52,"耳鼻咽喉口齿病类","鼻腔异物","因各种异物误入鼻腔；以鼻塞；鼻痒；喷嚏；流鼻涕等为主要表现的鼻病。","疾病部分"
53,"耳鼻咽喉口齿病类","鼻鼽","因禀质特异；脏腑虚损；兼感外邪；或感受花粉、粉尘及不洁之气反致。以突然或反复的鼻痒；喷嚏频频；清涕如水；鼻塞等为主要表现的鼻病。","疾病部分"
54,"耳鼻咽喉口齿病类","鼻损伤","因鼻部遭受外力撞击等所致。以鼻部淤肿；皮肉破损；鼻梁骨折或鼻衄等为主要表现的损伤类疾病。","疾病部分"
55,"耳鼻咽喉口齿病类","鼻息肉","因湿热邪毒壅结鼻窍所致。以鼻塞日久；鼻窍内见有表面光滑、半透明、触之柔软而不痛的赘生物；有碍气息为主要表现的瘤病类疾病。","疾病部分"
56,"耳鼻咽喉口齿病类","鼻血瘤","因先天原因；或后天损伤；使鼻腔血络淤滞所致。以鼻腔赘生血络缠绕的赤色扁平肿块；触之易出血不止为主要表现的瘤病类疾病。","疾病部分"
57,"耳鼻咽喉口齿病类","鼻渊","因外邪侵袭；或脏腑蕴热；蒸灼鼻窍；或因脏腑虚损；邪留鼻窦所致。以鼻流浊涕量多；鼻塞；嗅觉减退；头晕胀闷；鼻道有脓等为主要表现的鼻病。","疾病部分"
58,"耳鼻咽喉口齿病类","鼻窒","因脏腑虚弱；邪滞鼻窍所致。以鼻塞时轻时重；或双侧交错鼻塞；反复发作；下鼻甲肿大为主要表现的鼻病。","疾病部分"
59,"妇女经、带、杂病类","闭经","多因肝肾不足、气血亏虚、阴虚血燥；血海空虚；或因痨虫侵及胞宫；或气滞血瘀、痰湿阻滞冲任所致。以女子年逾18周岁月经尚未初潮；或已行经、非怀孕而又中断达3个月以上为主要表现的月经类疾病。","疾病部分"
60,"疮疡病类","臂痈","多因风热邪毒郁于肉里所致。生于上臂的痈病类疾病。","疾病部分"
61,"传染病、寄生虫病类","鞭虫病","吞食含有鞭虫卵的食物后；鞭虫寄生于肠道；耗吸水谷精微；使气血亏损。以神疲；乏力；食少；腹痛腹泻；大便检查有鞭虫卵为主要表现的寄生虫病。","疾病部分"
62,"皮肤病类","扁瘊","因湿热郁结肌肤；兼感邪毒所致。以多发于颜面或手背部；状如粟粒的小丘疹；扁平、稍高出皮面为主要表现的疣病类疾病。","疾病部分"
63,"症状性名称","便秘","大便秘结不通；排便时间延长；或时间虽不延长但排便困难的症状。胃肠积热；或阳虚寒凝；或气血阴津亏损；或腹内癥块阻结等；均可导致便秘。便秘除常见于肠道病变外；肛门部的病变、肌痿、风痱、肠外肿块压迫、温热病过程中、过服止泻药或温燥之品、腹部手术之后、全身衰惫状态等均可出现便秘。","疾病部分"
64,"症状性名称","便血","血自肛门排出；包括血随便出；或便黑如柏油状；或单纯下血的症状。多因脾胃虚弱；气不统血；或胃肠积热、湿热蕴结、气血瘀滞等所致。肛门部的疾病；胃肠病变；疫斑热、稻瘟病等急性热病；血溢病、紫癜病以及黄胖病、蛊虫病、食物中毒、药物中毒等；均可见到便血症状。","疾病部分"
65,"疮疡病类","鬓疽","生于鬓角、太阳穴处的有头疽。","疾病部分"
66,"眼病类","冰瑕翳","形状菲薄；透明光滑；如冰上之瑕的宿翳。","疾病部分"
67,"脑系病类","不寐","因情志不调；或劳神太过；使阴阳失调；神气不宁所致。以经常不能获得正常睡眠；并有头晕健忘等症为主要表现的脑神疾病。","疾病部分"
68,"男性前阴病类","不射精","因房事不节；或瘀血阻塞精窍、阴虚火旺等所致。以阴茎能充分勃起；亦能进行正常的抽送动作；但无性高潮、无射精动作、无精液排出为主要表现的肾系疾病。","疾病部分"
69,"男性前阴病类","不育","婚后女方正常；有正常性生活而两年不能生育为主要表现的肾系疾病。","疾病部分"
70,"妇女经、带、杂病类","不孕","因肾虚、肝郁、痰湿、血瘀；使冲任、胞宫功能失调所致。以育龄期妇女婚后或末次妊娠后；夫妇同居2年以上；男方生殖功能正常；未避孕而不受孕为主要表现的妇科疾病。","疾病部分"
71,"时行病、中毒及其他病类","菜乌紫病","因进食新腌制的蔬菜所致。以皮肤、粘膜紫绀为主要表现的中毒类疾病。","疾病部分"
72,"肝系病类","蚕豆黄","因食入新鲜蚕豆引起急性溶血所致。以黄疸；身痛；面白；心悸等为主要表现的疸病类疾病。","疾病部分"
73,"躯体痹、痿、瘤等病类","糙皮病","因饮食糙劣；或脾胃虚弱；摄食不良；饮食精微不足以营养肌肤所致。以皮肤粗糙脱屑为主要表现的虚弱性疾病。","疾病部分"
74,"症状性名称","嘈杂","自觉胃中空虚；似饥非饥；似痛非痛；似辣非辣；脘部懊憹；莫可名状的一种症状；多因伤食、胃寒、胃热、阴血亏虚及肝胃不和等所致。胃及食管的病变；胆胀、胰胀等病常可见嘈杂。","疾病部分"
75,"胎、产及其疾病","产后大便难","多因血虚津亏失润；或气虚传导无力所致。以产后大便艰涩；数日不解；或难以排出；腹胀口燥；或有腹痛为主要表现的产后疾病。","疾病部分"
76,"胎、产及其疾病","产后发热","多因产后感染邪毒；或因血虚、血瘀；或因外感等所致。以产褥期出现发热为主症；或伴其他症状的产后疾病。","疾病部分"
77,"胎、产及其疾病","产后腹痛","多因产后气血运行不畅；子宫收缩所致。以新产后出现小腹阵阵作痛难忍为主要表现的产后疾病。","疾病部分"
78,"胎、产及其疾病","产后汗症","包括产后自汗、产后盗汗。产后气虚腠理不密；出现汗出不止；动则益甚者；为产后自汗。阴虚内热；出现睡时汁出；醒后即止者；为产后盗汗。","疾病部分"
79,"胎、产及其疾病","产后痉病","多因血虚、阴虚或感染邪毒所致。以新产后或产褥期内；产妇发生手足抽搐、项背强直；甚或口噤、角弓反张等为主要表现的产后疾病。","疾病部分"
80,"胎、产及其疾病","产后乳汁自出","因气虚不能固摄乳汁；或肝经郁热迫乳汁外溢所致。以产后未经婴儿吮吸而乳汁自然流出为主要表现的产后疾病。","疾病部分"
81,"胎、产及其疾病","产后身痛","多因产后血虚、肾虚；筋脉失养；或外邪乘虚侵袭经脉；气血运行受阻所致。以产褥期间出现肢体或关节疼痛、麻木为主要表现的产后疾病。","疾病部分"
82,"胎、产及其疾病","产后小便不通","多因滞产膀胱受压；或产时用力过度；耗伤气血；膀胱气化失司所致。以产后小便潴留膀胱；难以排出或点滴而下；小腹胀急疼痛为主要表现的产后疾病。","疾病部分"
83,"胎、产及其疾病","产后小便淋痛","多因气虚或湿热、郁火所致。以产后尿频、尿急、淋漓涩痛为主要表现的产后疾病。","疾病部分"
84,"胎、产及其疾病","产后小便失禁","多因肺肾气虚；膀胱失约；或因产时损伤膀胱所致。以产后小便不能自制；或睡中自遗为主要表现的产后疾病。","疾病部分"
85,"胎、产及其疾病","产后血晕","多因血虚气脱或瘀阻气闭所致。以产妇刚分娩后突然头晕眼花；或心胸满闷；恶心呕吐；痰壅气急；心烦不安；甚至神昏不省人事为主要表现的产后疾病。","疾病部分"
86,"耳鼻咽喉口齿病类","产后喑","多因产后血虚；咽喉失养所致。以产后声音低怯；语声无力；说话费力；甚至声音嘶哑、失声等为主要表现的咽喉疾病。","疾病部分"
87,"胎、产及其疾病","产褥中暑","妇女在暑月产育；因居室高温闷热；衣被过厚；体热不能及时散发所致。以胸闷头晕、恶心、发热、汗出异常等为主要表现的产后疾病。","疾病部分"
88,"脑系病类","颤病","因染邪、中毒、电击等损伤脑神；或因痰浊、瘀血阻痹脑络；经气不利；或年老精血亏虚；脑失所养；虚风内动而成。以头部不自主细微摇动；口眼抽动；手足颤抖等为主要表现的风病类疾病。","疾病部分"
89,"脾系病类","肠癌","可能与过食肥甘；霉变食物；或与大肠慢性病变的长期刺激等有关；日久恶变而成。以大便变形或夹有脓血；下腹痛；触及下腹包块为主要表现；发生于肠道的癌病类疾病。","疾病部分"
90,"脾系病类","肠痹","多由腹部手术后；或因肠道、腹部的病变；或是全身疾患、瘫痪等的影响；使肠体麻痹；气机不通所致。以腹胀如鼓；腹痛；呕吐；便秘；无肠鸣、矢气为主要表现的内脏痹病类疾病。","疾病部分"
91,"脾系病类","肠结","多因腹部手术损伤；或实邪内积；使肠体活动异常而搏结不通；气机阻塞所致。以腹痛；呕吐；腹胀；便秘为主要表现的内脏痹病类疾病。","疾病部分"
92,"脾系病类","肠痨","因痨虫侵及肠道；肠道络脉受损；瘀浊壅滞；耗伤营气所致。以腹痛；腹泻；或便秘腹泻交替；低热；盗汗为主要表现的痨病类疾病。","疾病部分"
93,"脾系病类","肠瘤","可能因湿热痰瘀互结；阻滞胃肠脉络所致。以腹部不适；检查发现胃肠粘膜上有结节状隆起为主要表现的积聚类疾病。","疾病部分"
94,"妇女经、带、杂病类","肠覃","多因气滞痰浊停聚卵巢所致。以子宫旁少腹内出现圆滑柔韧的肿块；一般不影响月经为主要表现的妇科疾病。","疾病部分"
95,"脾系病类","肠痈","因热毒内聚；淤结肠中；而生痈成脓。以发热；右少腹疼痛拘急；或触及包块为主要表现的内脏痈病类疾病。","疾病部分"
96,"脾系病类","肠郁","因情志不舒；气机郁滞；使肠道运化失常。以腹痛；腹泻或便秘为常见表现的郁病类疾病。","疾病部分"
97,"肺系病类","尘肺","因长期生活于尘埃环境之中；粉尘吸入；沉积于肺；阻塞肺络；使肺失清肃；主气司宣发之功能减弱。以咳嗽；胸闷；胸痛；气喘等为主要表现的内脏痹病类疾病。","疾病部分"
98,"疮疡病类","承浆疔","生于下颏部的疔疮。","疾病部分"
99,"脑系病类","痴呆","多因痰浊瘀血阻痹脑神；或大病损伤元神；或年老精血亏虚；或为先天所致。以呆傻愚笨为主要表现的脑神疾病。","疾病部分"
100,"耳鼻咽喉口齿病类","齿槽风","因痰火邪毒炽盛；积热上攻；穿损牙槽所致。以牙槽骨痛；久则腐溃不愈；或穿腮；有腐骨排出为主要表现的牙齿疾病。","疾病部分"
101,"症状性名称","齿衄","血液自牙缝或牙龈渗出的症状。多因胃经积热；阴虚火旺；或心脾两虚；血不循经所致。常见于牙宣及紫癜病、髓劳、肥气、血溢病、疫斑热等疾病中。","疾病部分"
102,"传染病、寄生虫病类","赤虫病","因吞食粘有赤虫（姜片虫）幼虫的水生植物后；赤虫寄生于人体小肠；以致气机阻滞；脾失健运。以大便检查有姜片虫卵；一般表现有腹痛腹泻；面黄体瘦；甚至影响小儿生长发育为主要表现的寄生虫病。","疾病部分"
103,"眼病类","赤脉传睛","因心火上炎；或阴虚火旺所致。以眦部生长赤脉；横侵白睛为主要表现的外障类疾病。","疾病部分"
104,"眼病类","赤膜下垂","因风热壅盛所致。以黑睛上缘或四周出现赤脉密集的翳膜为主要表现的翳病类疾病。","疾病部分"
105,"眼病类","赤丝虬脉","因热郁血滞所致。以白睛出现赤丝纵横；或赤紫蟠曲、粗细不一；久不能愈为主要表现的外障类疾病。","疾病部分"
106,"新生儿病、小儿特发病","赤游丹","因外感风毒；或胎热内蕴；发于肌肤所致。以婴儿于发病部位出现皮肤红肿；形如云片、色赤如丹、游走不定为主要表现的小儿皮肤疾病。","疾病部分"
107,"疮疡病类","冲疽","生于脐上二寸（骨度分寸）的痈病类疾病。","疾病部分"
108,"症状性名称","抽搐","各种原因引起的四肢不自主抽动的症状。引起抽搐的病因病机主要有热毒内盛、风阳扰动、风毒窜络、阴血亏耗等方面。常见于脑系疾病、传染病、中毒、头颅内伤、厥病类疾病、子痫、产后痉病、小儿惊风、破伤风、狂犬病等病中。","疾病部分"
109,"脑系病类","出血中风","因风阳上窜；痰火内扰；气血逆乱；或因头颅受伤；内生脑瘤；使脑络破损；血溢于脑。以突然昏仆；头痛、失语、偏瘫等为主要表现的脑神疾病。","疾病部分"
110,"症状性名称","出疹","皮肤出现高出肤面的红色或红白色疹点的症状。多因风热、风湿、疫毒等邪外侵；蕴郁肌肤所致。常见于风疹、麻疹、奶麻；皮肤疾病如湿疮、药毒、痱癗、疥疮、风土疮、血风疮、血疳疮、经前隐疹、妊娠风疹等；以及烂喉丹痧等多种外感温热病中。","疾病部分"
111,"新生儿病、小儿特发病","初生不乳","因胎内患病、产伤、产时受寒、羊水秽血吸人腹内；或早产等所致。以婴儿不能吮乳为主要表现的新生儿疾病。","疾病部分"
112,"新生儿病、小儿特发病","初生不啼","多因难产；或寒气内迫所致。以婴儿娩出后1-2分钟不能啼哭；或呼吸不利为主要表现的新生儿疾病。","疾病部分"
113,"新生儿病、小儿特发病","初生大便不通","因胎热内积肠道；或禀赋不足。或先天肠道畸形所致。以婴儿出生后24h无胎便；尔后腹胀、呕吐粪水等为主要表现的新生儿疾病。","疾病部分"
114,"新生儿病、小儿特发病","初生儿喘促","因出生后感受外邪；或吸入秽毒等；使肺气郁闭所致。以婴儿不乳；或口吐白沫、喘憋、紫绀等为主要表现的新生儿疾病。","疾病部分"
115,"新生儿病、小儿特发病","初生儿腹泻","因脾胃嫩弱；感受外邪；脾胃受纳运化失调所致。以婴儿出现大便稀薄或如水样；次数增多为主要表现的新生儿疾病。","疾病部分"
116,"新生儿病、小儿特发病","初生儿呕吐","多因禀赋不足；或喂养不当所致。以婴儿于哺乳后呕吐乳食；甚至形体消瘦为主要表现的新生儿疾病。","疾病部分"
117,"新生儿病、小儿特发病","初生小便不通","多因胎热蕴于膀胱；或禀赋不足；膀胱气化不行；或因肾缺如及尿道畸形等所致。以婴儿出生36小时后仍无尿液排出为主要表现的新生儿疾病。","疾病部分"
118,"肛肠病类","穿肠瘘","肛痈成脓自溃或切开后所形成的管腔；有内外口；外口位于肛周皮肤；内口位于直肠部。以常从外口流出粪水为主要表现的瘘病类疾病。","疾病部分"
119,"疮疡病类","穿拐痰","发生于踝关节；属于流痰的痨病类疾病。","疾病部分"
120,"传染病、寄生虫病类","春温","温热疫毒经口鼻而入；侵及营血；上犯于脑；扰乱神明。以冬春季骤起高热；头痛；项强；呕吐；发斑；烦躁；继则神昏、惊厥为主要表现的疫病类疾病。","疾病部分"
121,"疮疡病类","唇疔","生于唇部的疔疮。","疾病部分"
122,"耳鼻咽喉口齿病类","唇风","因风热湿邪外侵；或脾胃湿热内蕴；上蒸口唇所致。以口唇红肿、痛痒；日久破裂流水；或脱屑脱皮；或有嘴唇不时润动为主要表现的口腔疾病。","疾病部分"
123,"耳鼻咽喉口齿病类","唇菌","因痰浊邪毒凝聚于唇；逐渐恶变而成。以口唇肿起；皮白皱裂形如蚕茧；溃烂出血为主要表现的癌病类疾病。","疾病部分"
124,"耳鼻咽喉口齿病类","唇裂","因阴津亏损、血虚风燥所致。以口唇出现裂纹、疼痛渗血为主要表现的口腔疾病。","疾病部分"
125,"皮肤病类","唇湿","因脾胃湿热；复感风邪所致。以唇红部红斑脱屑、干燥皲裂；微感灼痛；脱屑后见鲜红肉面为主要表现的皮肤疾病。","疾病部分"
126,"皮肤病类","皴裂疮","因寒冷风燥酸碱侵袭；肌肤血行不畅；肤失濡养所致。以手足部皮肤粗糙、皲裂、疼痛；裂缝中渗血为主要表现的皮肤疾病。","疾病部分"
127,"传染病、寄生虫病类","寸白虫病","因吞食寸白虫[绦虫]幼虫而使之寄生于小肠；以致阻滞脾气；耗吸营养。以腹痛腹泻；善食而瘦；大便检查有绦虫卵等为主要表现的寄生虫病。","疾病部分"
128,"脾系病类","大瘕泄","因情志刺激；饮食失调；湿热内蕴等；使大肠气机阻滞；络脉受损；传导失常；久之脾肾亏虚所致。以腹泻；腹痛；里急后重；便中夹有粘液脓血为主要表现的内脏胀[著]病类疾病。","疾病部分"
129,"疮疡病类","大脚风","多因风湿热邪留恋；气血阻塞不通所致。以下肢皮肤紧张发亮；按之有压痕；继而皮厚、粗糙；下肢增粗变硬、状如象皮为主要表现的肿病类疾病。","疾病部分"
130,"新生儿病、小儿特发病","呆小病","因先天不足；或地理、遗传等因素所致。以小儿发育迟缓；身材矮小；特殊外貌；智力迟钝为主要表现的劳病类疾病。","疾病部分"
131,"症状性名称","带下","妇女阴道分泌物明显增多；色、质、气味异常的症状。寒湿或湿热下注；或热毒浸淫；或脾肾阳气亏虚等常可见带下异常。带下一般见于女阴局部感染邪毒；或胞宫等的病变；最常见于带下病。但身体虚弱或痰湿内盛者亦可见带下量多。","疾病部分"
132,"妇女经、带、杂病类","带下病","因湿热、湿毒；或脾虚、肾虚等所致。以带下量明显增多；或色、质、气味异常；或伴有局部或全身症状为主要表现的妇科疾病。","疾病部分"
133,"疮疡病类","丹毒","多先由皮肤、粘膜破损；外受火毒与血热搏结；蕴阻肌肤；不得外泄所致。以患部突然皮肤鲜红成片、色如涂丹；灼热肿胀；迅速蔓延为主要表现的皮肤疾病。","疾病部分"
134,"肝系病类","胆癌","其原因可能与饮食不当；情志刺激；胆腑慢性病变等有关。以右上腹痛；黄疸；胆囊肿硬等为主要表现；发生于胆的癌病类疾病。","疾病部分"
135,"肝系病类","胆瘅","因湿热邪毒壅积于胆；胆汁及气血淤滞而化热。以右上腹痛；呕吐；发热等为主要表现的内脏瘅［热]病类疾病。","疾病部分"
136,"肝系病类","胆疸","因胆石、蛔虫、肿瘤、手术等阻压或损伤胆道；使胆汁排泄受阻；不能泄入肠道而淤积入血；溢于肌肤。以右胁下疼痛、黄疸为主要表现的疸病类疾病。","疾病部分"
137,"肝系病类","胆石","因嗜食肥甘及湿浊热邪虫毒等蕴聚于胆；胆汁淤积；与邪毒凝结而成砂石。以右上腹胀闷或痛；检查发现胆道结石为主要表现的结石类疾病。","疾病部分"
138,"肝系病类","胆胀","因湿热痰瘀等邪阻滞于胆；或因情志郁怒等刺激；使胆气郁滞不舒。以反复发作右上腹疼痛、痞胀等为主要表现的内脏胀［著]病类疾病。","疾病部分"
139,"眼病类","倒睫拳毛","因椒疮经久不愈；胞睑瘢痕挛缩内翻所致。以睫毛倒入；内刺眼珠；畏光流泪为主要表现的外障类疾病。","疾病部分"
140,"症状性名称","盗汗","睡时汗出；醒后汗止的汗出异常症状。常因阴血不足；湿阻气机等所致。痨病、佝偻病和外感温热病恢复期多有盗汗。","疾病部分"
141,"传染病、寄生虫病类","稻瘟病","感受暑湿疫毒；蕴于肌腠脉络；或内攻脏腑；伤及营血所致。以骤起高热；全身酸痛；黄疸；小腿肌肉尤为疼痛；目赤；臖核肿痛等为主要表现的疫病类疾病。","疾病部分"
142,"皮肤病类","登豆疮","因表虚里实；毒热入于营血所致。以皮肤大片潮红；出现群集性帽针头至粟粒大小脓疱为主要表现的皮肤疾病。","疾病部分"
143,"脑系病类","癫病","多因精神刺激；情志不畅；气郁痰结；蒙蔽神明；或因头颅损伤、脑部疾患、中毒伤神等所致；并常与先天遗传、性格特征等因素有关。以神志错乱；精神抑郁；表情淡漠；沉默痴呆；语无伦次；静而少动为主要表现的脑神疾病。","疾病部分"
